place_id,user_id,score,comment
제주집,Donggeun LEE,5.0,"울산 남구 삼산동에 위치한 제주집에 방문해봤습니다.
예약제로 운영되고 있으며 홀이아닌 각방에 4명 미만으로 손님을 예약제로 받고있습니다.
코스별로 음식이 제공되며 한잔씩 드시고 계시면…"
제주집,신종민,5.0,제주집을 빼고 회식을 논할 수가 없습이다 예약은 빡세지만 그만큼 인기많고 갓성비
제주집,LYH,4.0,"가성비 좋은 횟집
골고루 잘 나옵니다"
제주집,정강,4.0,너무많이 주셔감사..그러나 한접시에 나오니 접대자리같을때는 생선구구이등이 조금 불편. 자리가 좌식이라불변. 양이많고 전체적으로 좋습니다.
제주집,Jong Yeon Lee,4.0,가성비가 아주 좋은 횟집입니다. 예약은 필수입니다.
제주집,양영기,4.0,사전예약을 해야 드실수 있어요
제주집,심재훈,5.0,"가성비가 좋고 맛있습니다.
회,구이 등이 많고 신선합니다.
배터집니다."
제주집,천경훈,1.0,"절대 가지 마세요
불친절 그 자체입니다
음식도 일반식당이랑 별 차이없어요
최악 입니다  욕도 아깝다 닝기리"
제주집,윤정현,4.0,"가격대비 음식이 괜찮았습니다. 마지막에 생선구이를 아주 큰 접시에 종류별로 주는데 저희는 생선을 좋아해서 다행이었지만, 생선을 그다지 좋아하지 않는 사람 입장에서는  생선 양을 줄이고 차라리 다른 음식을 하나 더 내는게 낫지 않을까 싶습니다. 저희가족 입장에서는 음식이 아주 좋았습니다~"
제주집,SANGHYUN RUY,5.0,"신선하고  다양한  음식을 맛있게  즐겼다. 비빔소면 넘  맛있어~
여러종류의 생선구이가 넘  많이나와서  깜놀... 맛도  굳... 가성비는  더  굳..."
제주집,신경선 (써냐),4.0,코스요리 맛있어요 회는 작네요
제주집,pilyong lee,5.0,"가성비 갑. 양이 너무 많고 맛나서  탈 ^^. 단, 예약하려면 최소 일주일 기다려야 하는게 문제~  마지막 탕은 매운탕 이면 좋겠는데 맑은탕~~  그래도  굿~~"
제주집,변동우,5.0,다른 횟집보다 사이드음식이 많이나와요. 생선구이 및 갈치구이.해산물등등 가성비 좋은듯함 ~
제주집,서동환,5.0,"코스로 나오는데 음식들이 다 맛있습니다.
통갈치구이는 좀 얇지만 모듬생선구이는 애들도 먹기 좋고...가족 외식...회사 회식에도 좋은 곳입니다."
제주집,백미현,4.0,"대박!! 회, 생선구이, 전복, 굴, 비빔국수 과메기등 음식이 계속나오네요~소문처럼 잘나와서 실컷 배부르게 먹고 왔어요. 근데 메뉴가 고급지진 않네요."
제주집,yoon ryan,5.0,"울산 토박이가 아닙니다.
초행길이었는데
좋았습니다.…"
제주집,김지훈,5.0,"가성비좋은 맛집이죠~~최소 전날예약방문
생선구이 맛있어요 ^^"
제주집,송영걸,5.0,"가족과 함께, 아님 동료와함께
횟집인데 다른곳과 다르게 필요없는 즉 먹지않는 찌게다시는 빼고 코스식으로 잘나옴 맛도있고 양도많고. 최고"
제주집,김은주J-Tangle,3.0,예전에 갔을때는 괜찮았었는데 삼산본동으로 이번에 방문했을때는 음식들이 좀 별로였어요 재방문의사‥ 자의로는 없고 타의에 의한거라도 그닥‥ 느낌상 신선하지 않더라구요 돈 아까웠음
제주집,이철호,5.0,"코스 요리가 계속 다양하게 나옵니다.
서두르지 말고 천천히 드세요"
제주집,H,5.0,"가성비는 울산 No.1  강추!!
해산물/회/생선구이 까지..
웬만한 대식가가 아니고선 끝까지 못 먹을 정도"
제주집,웃어요우리,5.0,재료도 신선하고  맛도 좋아서 과식했어요👍😋…
제주집,아난티코부,5.0,"예약이 힘들어서 그렇지
항상 만족하고 가는집 !
음식 푸짐하고 넉넉한 양에 반하실겁니다
손님 오시면 무조건 여기 가세요"
제주집,몽슈킴,4.0,인당 3만원에 푸짐한 회랑 해산물요리를 즐길 수 있어요
제주집,o2 kim,5.0,가성비 짱입니다 다만 오픈시간에 맞춰가니 음식이 따뜻하진 않네요 6시이후에 가세요 예약필수입니다
제주집,L with H. S.,4.0,다양한 해산물 메뉴들이 나오지만 그 중에서도 단연 일품은 생선구이!!
제주집,Sung Jun Park,5.0,울산역 근처에 이 만한 집 없다. 회가 main dish라 할 수 없는 각종 훌륭한 쯔케다시의 향연을 경험할 수 있다.  가격은 남동지역의 공업도시 답지않게 저렴하다~
제주집,박혜진,2.0,"직원분들 너무 불친절합니다
코로나로인해 실업자도 많은데 왜 불친절한 직원을 두시는지...사장님이 모르시고 계시겠죠?
여러번갔는데 이젠안갈껍니다ㅠㅠ"
제주집,김수나,5.0,"가격대비  대박!
예약이 안돼 못간 집이었는데 겨우 예약해서 간집‥같이 간친구들 다들 만족한집이었어요~~~"
제주집,이재영,4.0,가성비는 아직 좋은데 갈수록 서비스와 질이 떨어지는지는거 같아 아쉽네요
