place_id,user_id,score,comment
스타벅스 울산정자비치DT점,WANGYOUNG LEE,5.0,"1박2일 울산여행에서 3곳의 아름다운 스벅을 찾아가 봅니다. 첫번째로 찾아간 곳은 숙소 근처이기도 했던 울산정자비치DT점입니다.

바다가 보이는 스벅을 테마로 강릉, 부산, 목포, 제주등 10여곳을 다녀온 적이 있습니다. 일본의 스벅도 바다 한가운데 위치한 우미호타루점등…"
스타벅스 울산정자비치DT점,김인순,4.0,"점심먹고 커피한잔
바다가 보이는 뷰~~!!
실내는 너무 시끄러움ㅠㅠ"
스타벅스 울산정자비치DT점,Hyun jong Kim,4.0,"개업한지 얼마되지 않았어요.
시설이 깨끗하고 좋아요"
스타벅스 울산정자비치DT점,Musigi Kim,2.0,스벅중에는 조망 주차 규모등 모든면에서 별로임
스타벅스 울산정자비치DT점,김주부,4.0,"DT점으로 큰 매장은 아닙니다.
주차장도 작아요.
주변에 주차 할곳은 많이 있으니 주차 하시고 매장 이용 하시면 될것 같아요.
2층에서는 바다도 보여요."
스타벅스 울산정자비치DT점,Travel Delight,4.0,"매장 내부가 깔끔하고 드라이브스루도 가능합니다
다만 주차공간은 넓진않습니다
커피맛있습니다"
스타벅스 울산정자비치DT점,SeungHyun Cho,4.0,"몽돌해변 바닷가 바로 보이는 곳이라 너무 좋네요.
드라이브 스루라 편리하고요.
추천합니다"
스타벅스 울산정자비치DT점,제임스,3.0,"해변가에 있는 스타벅스라서 바다를 멋지게 볼수 있나 해는데 그렇지는 않습니다.
주말이라 많은 사람들이 있어 죄석을 찾기가 어렵습니다.
그리고 주차 공가도 많이 부족하네요."
스타벅스 울산정자비치DT점,김종숙,4.0,친절하고 메뉴설명도 자세해서 좋았습니다
스타벅스 울산정자비치DT점,san cho,5.0,울산 바닷가 앞에  위치해서 뷰도 좋고  주차장도 잘되어있습니다
스타벅스 울산정자비치DT점,불타는구루마,4.0,"주말에 사람 많습니다
드라이브스루라 주변에 차도 밀리게하는 곳입니다 뒷편 주차 공간이 있지만 몇대 주차 못해요 하지만 정자바다를 바라보며 커피한잔하니 분위기 좋습니다~"
스타벅스 울산정자비치DT점,효자동쩝쩝이,4.0,"뷰가 다하는 스벅!!
다만 주차장에서 걸어들어가는 동선이 에러라는... 드라이브쓰루를 관통해서 가야한.ㄴ 불편만 없다면 최고입니다"
스타벅스 울산정자비치DT점,굿나잇,5.0,내부가 바닷가와 너무 잘 어울리고 테이블간 간격도 여유있어요. 주변에 카페도 많고 한적한 해안가와는 분위기가 다르네요. 그리고 2층 테라스 부는 바닷바람이 에어콘 보다 시원했어요. 기분좋게 있다왔네요
스타벅스 울산정자비치DT점,김애낭,5.0,"지인에게 받은 쿠폰으로 커피,케잌 먹고 왔어요.아점먹고 가서 주차자리 2층 손님이 2팀만 있어  원하는 자리에 앉아 편안하게 먹고 왔어요.평일 처음으로 가서 좋았어요.앞으로 평일에만 방문할 예정입니다."
스타벅스 울산정자비치DT점,이기영,5.0,코로나때문에 안에서 먹지못하고 테이크아웃해서 토함산 경관 숲 전망데크와서 경관보면서 먹고있는 맛있네요^^
스타벅스 울산정자비치DT점,남윤성호,3.0,"야외테라스에서도 마실순있으나.
쇼파가 불편하구요 테이블도 흔들흔들 커피쏟았네요ㅜ"
스타벅스 울산정자비치DT점,JD Penta,4.0,강동몽돌해변에 있는 스타벅스로 DT점이라 해안도로 드라이브 중에 들릴만 합니다. 2층 테라스로 나가면 2인석씩 4 테이블이 있고 사진처럼 바다를 보면서 음료를 마실 수 있는 뷰 포인트라 인기입니다.
스타벅스 울산정자비치DT점,seunghwi hwang,5.0,자몽 허니 블랙티 굿!! 주차편리하고 2층에 자리 전망 좋네요!
스타벅스 울산정자비치DT점,조삼장 (삼장2),5.0,멋진바다와 향기로운 커피가 어울리는 장소입니다. 사람들이 늘 많아요!
스타벅스 울산정자비치DT점,seongjin RA,3.0,"정자바닷가 바로앞에 위치해있어 바다전망은 좋은곳에 있으나 매장안에서 바라보는 바다풍경은 다소 답답해 보이는곳이네요 주변에 투썸등 바다전망이 좋은곳들이 많은데...ㅋ
또한 스터디장소로도 좋지않네요 이층이 천장이 낮아 그런지 대화들이 울리네요"
스타벅스 울산정자비치DT점,최순호,1.0,너무 복잡하고 진동벨이 없어서 1층에서 한사람 대기하는것도 좀그런데 번호부르면 몇번인지 잘안들림.......주문한사람들 전부 내용물보고 찾아가지 번호불러서 찾아가는사람 별로없음
스타벅스 울산정자비치DT점,rmwkfl Kong,5.0,시원한 바다를 바라볼 수 있어 좋고 시끄러운 도심 한가운데가 아니라서 조용하고 좋아요.
스타벅스 울산정자비치DT점,이미옥,3.0,따듯한 아메리카노 샷1.  부드러운생크림 카스테라.  오후4시가넘은시간이라 살짝추웠는데  따듯한 아몌리카  덕분으로   몸을녹일수 있어 행복했어요 커피맛도  굿.  이쁜 꽃봉우리 머그컵도 구매. 맘에꼭드는 머그컵 득템두해서 더더욱 조은시간이였네요^^
스타벅스 울산정자비치DT점,SNam Park,5.0,"태풍영향으로 강한 비 바람, 파도가 몰아치는 정자해변 카페 명소"
스타벅스 울산정자비치DT점,김혜미,5.0,"매장은 매우 작으나 DT도 가능하고
2층 뷰가 좋았습니다"
스타벅스 울산정자비치DT점,손만규,5.0,몽돌해변가에 위치한 편안한 카페
스타벅스 울산정자비치DT점,조재현,5.0,천기옥 의원님께서 추천해주신 곳 입니다. 울산 경기를 회복시키기 위해 열심히 노력중이신 천기옥 교육위원장님 감사드립니다.♡
스타벅스 울산정자비치DT점,상큼다앤,4.0,"테라스에서 바다를 볼수 있는곳
하지만 아이들이 많은 곳 가족단위로 많이 오는 것 같아요"
스타벅스 울산정자비치DT점,Samuel Maverick “THINGAMAJIG” Jang,4.0,"스타벅스 매장 중 인테리어는 평범한 편. 길만 건너면 해수욕장인 바닷가라서 2층 창쪽은 풍광이 나쁘지 않고, 2층 안쪽 좌석에서는 바닷가 경치가 덜 보인다고 할지"
스타벅스 울산정자비치DT점,김남숙,4.0,흐린 날씨에 에어컨 있는 실내는 춥고 2층 바깥에서 시원하게 마시고 왔어요.조용해서 좋았습니다.
스타벅스 울산정자비치DT점,sunnyday K (sunnyday),3.0,드라이브스루있고 주차장협소하네요. 바닷가앞이라 사람많아요. 조용한분위기는아니라 얘기하긴 다소시끄러워요
스타벅스 울산정자비치DT점,최승철,3.0,"이지역은 다른 커피숍이 많아요.여기보다 더 친절하고 바다 전망도 더 좋은곳
스벅은 쿠폰이 있어서 갔는데 안개가 너무 심해서 바다조망도 못하고 커피만 마시고 왔네요"
스타벅스 울산정자비치DT점,Dory Ko,3.0,"그냥 스타벅스.
2층에 바다가 보이는 테라스가 있지만 이 근처는 순대국 집도 최고 전망 맛집일 정도로 전망 없는 집 찾기가 어려울 정도이므로 딱히 장점이라고 보기는 그렇고.…"
스타벅스 울산정자비치DT점,m M,5.0,2층올라가면 바다도 보이고 좋아요. 주말에는 사람들이 많아요
스타벅스 울산정자비치DT점,이은,3.0,"바다보러 가기에는 좋은곳....
사람이 많아서인지 드라이스스루
서비스가 가끔은 친절한건지 아닌지…"
스타벅스 울산정자비치DT점,최욱철,5.0,친절하게 안내해주고 쾌적함이 돋보이는 매장이였어요~^^
스타벅스 울산정자비치DT점,깜비누,5.0,"정자오면 꼭 오는 스타벅스입니다.
바닷가 앞이라 위치도 좋고 뒤편에 주차장도 있습니다.
주차장 꽉 차면 길 건너편 주차장에 주차해도 돼요.…"
스타벅스 울산정자비치DT점,울산자유인,4.0,너무 많은 사람들... 주말에 가서 줄서서 주문하고 자리가 없어 테이크아웃이나 다른 곳으로 가는 사람들도 있었고 차에서 주문도 가능해서 많은 분이 이 서비스를 이용하고 계셨습니다. 2층은 느긋이 앉아 바다를 보거나 휴식을 취하기 좋은 곳이나 아쉽게도 우리가 갈 때는 여유 자리가 없어서 이용을 못하고 구경만 했습니다. 다행이 1층은 자리가 있어서 커피와 빵을 주문하고 후딱 먹은 후 기다리는 다른분을 위해서 우리가족은 빨리 자리를 비켜 줬습니다. 일어나기 무섭게 다른분이 자리를 잡네요.
스타벅스 울산정자비치DT점,안중현,5.0,바다 바로앞에 힐링좋은곳
스타벅스 울산정자비치DT점,엔트로피,5.0,직원들이 친절하고 코로나 방역 시스템도 완벽합니다. 역시 글로벌 체인답네요. 해변 가까이에 있어 이용이 편리하고 주변 경치도 좋습니다.
스타벅스 울산정자비치DT점,Da Da,2.0,날씨가 좋은날 바다뷰가 좋아요. 커피는 너무 맛이 없어요. 스벅에서 크게 맛 기대하고 먹지않는데도 불구 너무 맛이 없어서 못마시겠더라구요. 저말고 일행들도요. 선택권없어서 몇번 재방 했는데 늘 맛이 없어요.
스타벅스 울산정자비치DT점,한창훈,5.0,비오는 날 갔지만 좋았다
스타벅스 울산정자비치DT점,박윤영,5.0,"요즘 시국이 시국인지라 주말엔 사람 엄청 많네요. 그래도 바다 바로 앞이라 넘 좋아요. 드라이브 스루도 되고, 2층도 있고 완전 강추입니다."
스타벅스 울산정자비치DT점,김태훈,2.0,주차공간도 좁고 매장 1층은 테이블 몇개 안되서 2층으로 올라가면 그나마 넓긴한대 주말이나 휴일엔 자리가 없어서 기다려야함. 드라이브 이용추천~
스타벅스 울산정자비치DT점,시골생활슬기로운,4.0,바다풍경을 보며 커피한잔~~
스타벅스 울산정자비치DT점,서영래,5.0,친절.경치짱.좋아요
스타벅스 울산정자비치DT점,Joon Park,3.0,올해 주차시간을 1만원 이상 구매시 1시간으로 제한함. 이후로 주차시간 제약 때문에 발길이 줄어들게 된 곳
스타벅스 울산정자비치DT점,먹거리를찾아서,5.0,바다가 좀 가려져 아쉬웠어요
스타벅스 울산정자비치DT점,탈지분유,5.0,"맛은 뭐 스타벅스 커피맛이고
차가지고 가기 좋고 직원분들도 친절했어요"
스타벅스 울산정자비치DT점,JongKeol LEE,3.0,차량인식이 잘 안되네요. 사이렌오더도 한번 취소되고...
스타벅스 울산정자비치DT점,Q,5.0,음료사고 계단 올라가다가 쏟았는데 와서 치워주시고 괜찮냐고 몇번이나 물어보시더라구요! 음료도 다시 만들어주시는데 짜증난기색 하나 없이 웃으시던데 넘나 고마웠어요ㅜㅜㅜㅜ 2층테라스에서 음료먹으니까 분위기도 좋고 시원해서 좋았어요~
스타벅스 울산정자비치DT점,당무늘보,5.0,"직원들이 정말 친절해요. 계단이 높아서 2층에 가긴 조금 불편한데, 그래도 2층에 가면 바다 경치도 볼 수 있고좋아요."
스타벅스 울산정자비치DT점,한옥자,4.0,"뷰는 넘 좋아요.
추석 담날이라
사람이 많아 주문한 커피 받는데
40분 대기함"
스타벅스 울산정자비치DT점,Yumi lee,1.0,"DT이용 주말은 지옥 매장구입하는사람인지 드라이브이용인지 묻지도않고  경찰까지와서 아무대답도없고 지나가라고만함 상황이 어려운건 알겠지만 묻지도않고 물어보는데  끊고 가라함
가라고함 .가라고~~~~~~~~~~~~~~"
스타벅스 울산정자비치DT점,윤예준,5.0,넓은 매장 공간에서 바다 뷰를 감상하며 편안하게 커피를 즐길수 있어요 ^^
스타벅스 울산정자비치DT점,DongHo Jung,3.0,생각보다 좌석이 많지않고 좀 소란스러운 분위기. 주차공간은 충분하여 좋으며 테라스 공간이 있는 것도 괜찮음. 기대에는 못미치는 듯.
스타벅스 울산정자비치DT점,윤환근,5.0,동해바다가 있는곳 아름다운바다
스타벅스 울산정자비치DT점,김신,4.0,여느 스벅이랑 같이 깨끗하고 친절해요.. 전망도 좋고.. 책 읽고 공부할 분은 비추합니다.(넘 시끄러워요)
스타벅스 울산정자비치DT점,안희목,1.0,"졸라불친절, 얼음없다고 얼음도안주고  세상 진짜 쓰레기들. 레이인가뭔가 그 이름표도 안단 이상한직원 세상불친절, 스벅중에 젤 쓰레기매장"
스타벅스 울산정자비치DT점,Min또기,4.0,"드라이브쓰루로 편리하고 빠르게 결제하고 음료 받았습니다.
아쉬웠던건ㅠ 봄 한정 슈크림 음료를 못먹은거요.."
스타벅스 울산정자비치DT점,소희,4.0,매장이 넓고 편하게 대화할수있는 공간이라 만족합니다 커피도 주문하고 3분뒤 바로 나와서 만족합니다
스타벅스 울산정자비치DT점,정영희,4.0,정자에 딱 하나있는 스타벅스~~사람들이 어마무시하게 많네요 아직도 거리 유지하는게 어려워보이네요 특히 커피숖은 더 안지켜지는거같아요
스타벅스 울산정자비치DT점,si yang Yu,4.0,"독특한 인테리어
2층테라스에서 보이는 풍경도 좋아요"
스타벅스 울산정자비치DT점,어이가없네개쉣키가,4.0,"드라이브 스루가 짧아서 차가많으면 도로에서 대기타야됨.
커피맛은 좋아요."
스타벅스 울산정자비치DT점,강마이,5.0,경치가 너무 좋아요
스타벅스 울산정자비치DT점,제우스,2.0,자리협소하고 인테리어도 별로니요. 커피맛은 그냥 스타벅스니까 테이크 아웃아니면 비추
스타벅스 울산정자비치DT점,최선영,5.0,지금은 매장을 이용못하지만 멋있는 건물이었습니다. 직원분들도 엄청 친절했어요.
스타벅스 울산정자비치DT점,신해철,5.0,"울산해변가를 따라가다보면 나오면 스벅드라이브 정말좋아요. 편하고 빨리나오고, 단점은 ㅠㅠ 차량출고진행시 회전반경이 쪽아서 반대차선잘보시고 나가세요~"
스타벅스 울산정자비치DT점,BlueSky Love,4.0,커피맛과 서비스는 두말할 것도 없지만... 주차장이 넘 작아서... 방문하기가 별로네요. 드라이브스루는 괜찮았어요.
스타벅스 울산정자비치DT점,미래투자,4.0,"바다 전망이 주변 경쟁사들 대비 경쟁력이 떨어지는데도 자리잡기가 힘들다.
그냥 DT차량 많고 차량 출구가 좁다."
스타벅스 울산정자비치DT점,Dahee Shin,3.0,아이를 데려오는 손님이 많아서 정신이 없다
스타벅스 울산정자비치DT점,김동영,5.0,"직원 응대 짱임
ㅡ상냥하고 밝음"
스타벅스 울산정자비치DT점,김김형규,5.0,뷰가 좋고 공기가 좋아서 추천 드려요
