place_id,user_id,score,comment,Unnamed: 0.1,Unnamed: 0
처용암,손기원,4.0,#공단안에 위치하게 되어 안타깝게 생각되는 멋진 작품입니다#자연수석을 수반에 올려놓은듯한 아름다움이 있었고#가까이 가보고 싶은 마음이 들었습니다,,
처용암,장문영,5.0,포토존도 찍고  추억도 남기고  좋았어요,,
처용암,프레드FRED,3.0,조용하고 좋긴 한데 매쾌한 냄새가 머리가 아프네요 ^^;,,
처용암,사공슈터,1.0,"역사적인 장소를 이리 홀대하다니..
진입로도 그렇고 고가 다리밑에 위치하고 있고
조경과 시설을 좀 정비합시다…",,
처용암,죽곡,1.0,공단에서 올라오는 매연 굴뚝 와ㅡㅡ처용의 로맨틱한 설화는 오간데 없고 더럽더럽 앰시는 왜케 또 심한지.. 토나올뻔,,
처용암,Dandy Pomeranian,5.0,처용암에서 본 울산공단 야경,,
처용암,김성진,4.0,"역사가있는곳입니다
자녀와 함계 가볼만한곳입니다",,
처용암,허남열 (고래등),4.0,멋진섬 최고네요,,
처용암,김태호,3.0,조용하게 앉아 있기 좋음,,
처용암,김현철,3.0,특별한거 없구 횡함 ㅎㅎ,,
처용암,강경래,3.0,울산의상징,,
처용암,푸르름,3.0,바람쐐기 좋은장소,,
처용암,데이빗k,4.0,아름다운 풍경,,
처용암,이승렬,1.0,주변정리불량,,
처용암,Ai Sa,5.0,섬에 가지 못했다,,
처용암,정승현,5.0,,,
처용암,전재민,3.0,,,
처용암,남극펭귄,4.0,,,
처용암,KB KIM,3.0,,,
처용암,노진한,5.0,,,
처용암,박승윤 (미니부기),5.0,,,
처용암,Sungmyo Kim,1.0,,,
처용암,김영욱,5.0,,,
처용암,C.M,3.0,,,
처용암,전동규,4.0,,,
처용암,이병일,4.0,,,
처용암,기형서,2.0,,,
처용암,최또야,1.0,,,
처용암,셩쭌 아범,2.0,,,
처용암,고양이나라,3.0,,,
처용암,이범희,5.0,,,
처용암,최석태,4.0,,,
처용암,박희범,5.0,,,
처용암,차백용,5.0,,,
처용암,전승훈,5.0,,,
처용암,김태국,5.0,,,
처용암,구본익,2.0,,,
처용암,채널유이라라,4.0,,,
처용암,전국구라구요,5.0,머리가 아픕니다. 저녁무렵 찾은 처용암은 울산중화학공업의 상징이군요. 공장 매연이 너무심해 지옥의 냄새가 이것이라 생각합니다. 구역질이 나고 눈이 따갑고 콧속이 얼얼했습니다. 처용암 보러왔다가 생명의 위협을 느낄줄을 몰랐네요. 울산시는 처용암을 관광명소로 만들지마세요. 매연없는 처용암은 울산의 몰락을 상징하게 될것입니다.,0.0,0.0
처용암,정은정,1.0,신라 싫다,1.0,1.0
처용암,☆☆,1.0,공장지대 안  덩그러니 있는 처용암,2.0,2.0
처용암,Ryu용환,4.0,울산 비경,3.0,3.0
