place_id,user_id,score,comment,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
고헌산,XIIO OIIX,5.0,"경주와 울주 경계에 위치한 고헌선은 영남알프스에 속한 봉우리로 영남알프스 9봉 인증지 중 한곳이다.

해발 1034m 이며 외창재에서 오르면 편도 약 3km 로 1시간에서 1시간반이면 오를수 있다. 실제 산행높이는 약 600m 정도이다.…",,,,
고헌산,Jayen Yang,5.0,"등린이 15번째 산행 다녀왔습니다.
영알! 영남 알프스!  울주 고헌산 다녀왔습니다. 코스는 외항재에서 시작하여 등린이들도 어렵지않게 산행가능합니다.…",,,,
고헌산,김원선,5.0,영남알프스 9개봉우리의 하나 외항재 들머리 문복산보다는 덜가파른 등산로 가을에 억새 아름답고 정상의 조망이 뛰어난 산입니다 외항재 원점회귀하는 산행이 좋아요  고헌사 방향 하산길 경사가 심해요,,,,
고헌산,Annyangss Choi,5.0,"코스가 아주 깔끔쓰
올라가는건 진짜 오르기만 하다가
하산은 거의 내려만 오는 것 ㅋㅋ",,,,
고헌산,김현수,3.0,"얼마전 친구들과 다녀온 언양 소재 고헌산.
이번 코스는 경주 산내면으로 가는 외항재 고개길에서 출발했는데
무난하게 등산할 수 있는 산행길이랍니다.",,,,
고헌산,D. S.,4.0,외항재에서 약 한시간 이면  오를 수 있는 비교적 편한 등산이 가능. 조망 좋음,,,,
고헌산,김성진,3.0,"영남 알프스 조망산행지로 좋습니다
억새군락지는 거의 없습니다
주변의 신불산 간월산 재약산 천황산 가지산 문복산이 조망이되고 울산 경주가 조망됩니다",,,,
고헌산,구름구름,3.0,"⛰고헌산 주차장(소호로 66-7) ~ 고헌산 정상(원점 회귀)
문복산(대현3리 복지회관 근처 길가 주차) ~ 문복산 정상(원점회귀)
🏃‍♀️고헌산 왕복 약 5.5km, 문복산 왕복 약 4km…",,,,
고헌산,Mukchelin먹슐랭,3.0,외항재에서 오르면 1시간,,,,
고헌산,ㄱㄱㅇ,5.0,공기가 맑고 풍경도 아주 좋아요! 살면서 한번은 꼭 와봐야 할 산입니다,,,,
고헌산,김태수,5.0,광활한 억새와 조망이 탁월함,,,,
고헌산,김영제,3.0,고헌산정상,,,,
고헌산,鄭龍謨,4.0,영남알프스,,,,
고헌산,C.M,4.0,,,,,
고헌산,sang yeol Lee,4.0,,,,,
고헌산,박재훈,5.0,,,,,
고헌산,SeungKi Shin,5.0,,,,,
고헌산,XIIO OIIX,5.0,"경주와 울주 경계에 위치한 고헌선은 영남알프스에 속한 봉우리로 영남알프스 9봉 인증지 중 한곳이다.

해발 1034m 이며 외창재에서 오르면 편도 약 3km 로 1시간에서 1시간반이면 오를수 있다. 실제 산행높이는 약 600m 정도이다.…",,,,
고헌산,Jayen Yang,5.0,"등린이 15번째 산행 다녀왔습니다.
영알! 영남 알프스!  울주 고헌산 다녀왔습니다. 코스는 외항재에서 시작하여 등린이들도 어렵지않게 산행가능합니다.…",,,,
고헌산,김원선,5.0,영남알프스 9개봉우리의 하나 외항재 들머리 문복산보다는 덜가파른 등산로 가을에 억새 아름답고 정상의 조망이 뛰어난 산입니다 외항재 원점회귀하는 산행이 좋아요  고헌사 방향 하산길 경사가 심해요,,,,
고헌산,Annyangss Choi,5.0,"코스가 아주 깔끔쓰
올라가는건 진짜 오르기만 하다가
하산은 거의 내려만 오는 것 ㅋㅋ",,,,
고헌산,김현수,3.0,"얼마전 친구들과 다녀온 언양 소재 고헌산.
이번 코스는 경주 산내면으로 가는 외항재 고개길에서 출발했는데
무난하게 등산할 수 있는 산행길이랍니다.",,,,
고헌산,D. S.,4.0,외항재에서 약 한시간 이면  오를 수 있는 비교적 편한 등산이 가능. 조망 좋음,,,,
고헌산,김성진,3.0,"영남 알프스 조망산행지로 좋습니다
억새군락지는 거의 없습니다
주변의 신불산 간월산 재약산 천황산 가지산 문복산이 조망이되고 울산 경주가 조망됩니다",,,,
고헌산,구름구름,3.0,"⛰고헌산 주차장(소호로 66-7) ~ 고헌산 정상(원점 회귀)
문복산(대현3리 복지회관 근처 길가 주차) ~ 문복산 정상(원점회귀)
🏃‍♀️고헌산 왕복 약 5.5km, 문복산 왕복 약 4km…",,,,
고헌산,Mukchelin먹슐랭,3.0,외항재에서 오르면 1시간,,,,
고헌산,ㄱㄱㅇ,5.0,공기가 맑고 풍경도 아주 좋아요! 살면서 한번은 꼭 와봐야 할 산입니다,,,,
고헌산,김태수,5.0,광활한 억새와 조망이 탁월함,,,,
고헌산,김영제,3.0,고헌산정상,,,,
고헌산,鄭龍謨,4.0,영남알프스,,,,
고헌산,C.M,4.0,,,,,
고헌산,sang yeol Lee,4.0,,,,,
고헌산,박재훈,5.0,,,,,
고헌산,SeungKi Shin,5.0,,,,,
고헌산,XIIO OIIX,5.0,"경주와 울주 경계에 위치한 고헌선은 영남알프스에 속한 봉우리로 영남알프스 9봉 인증지 중 한곳이다.

해발 1034m 이며 외창재에서 오르면 편도 약 3km 로 1시간에서 1시간반이면 오를수 있다. 실제 산행높이는 약 600m 정도이다.…",,,,
고헌산,Jayen Yang,5.0,"등린이 15번째 산행 다녀왔습니다.
영알! 영남 알프스!  울주 고헌산 다녀왔습니다. 코스는 외항재에서 시작하여 등린이들도 어렵지않게 산행가능합니다.…",,,,
고헌산,김원선,5.0,영남알프스 9개봉우리의 하나 외항재 들머리 문복산보다는 덜가파른 등산로 가을에 억새 아름답고 정상의 조망이 뛰어난 산입니다 외항재 원점회귀하는 산행이 좋아요  고헌사 방향 하산길 경사가 심해요,,,,
고헌산,Annyangss Choi,5.0,"코스가 아주 깔끔쓰
올라가는건 진짜 오르기만 하다가
하산은 거의 내려만 오는 것 ㅋㅋ",,,,
고헌산,김현수,3.0,"얼마전 친구들과 다녀온 언양 소재 고헌산.
이번 코스는 경주 산내면으로 가는 외항재 고개길에서 출발했는데
무난하게 등산할 수 있는 산행길이랍니다.",,,,
고헌산,D. S.,4.0,외항재에서 약 한시간 이면  오를 수 있는 비교적 편한 등산이 가능. 조망 좋음,,,,
고헌산,김성진,3.0,"영남 알프스 조망산행지로 좋습니다
억새군락지는 거의 없습니다
주변의 신불산 간월산 재약산 천황산 가지산 문복산이 조망이되고 울산 경주가 조망됩니다",,,,
고헌산,구름구름,3.0,"⛰고헌산 주차장(소호로 66-7) ~ 고헌산 정상(원점 회귀)
문복산(대현3리 복지회관 근처 길가 주차) ~ 문복산 정상(원점회귀)
🏃‍♀️고헌산 왕복 약 5.5km, 문복산 왕복 약 4km…",,,,
고헌산,Mukchelin먹슐랭,3.0,외항재에서 오르면 1시간,,,,
고헌산,ㄱㄱㅇ,5.0,공기가 맑고 풍경도 아주 좋아요! 살면서 한번은 꼭 와봐야 할 산입니다,,,,
고헌산,김태수,5.0,광활한 억새와 조망이 탁월함,,,,
고헌산,김영제,3.0,고헌산정상,,,,
고헌산,鄭龍謨,4.0,영남알프스,,,,
고헌산,C.M,4.0,,,,,
고헌산,sang yeol Lee,4.0,,,,,
고헌산,박재훈,5.0,,,,,
고헌산,SeungKi Shin,5.0,,,,,
고헌산,XIIO OIIX,5.0,"경주와 울주 경계에 위치한 고헌선은 영남알프스에 속한 봉우리로 영남알프스 9봉 인증지 중 한곳이다.

해발 1034m 이며 외창재에서 오르면 편도 약 3km 로 1시간에서 1시간반이면 오를수 있다. 실제 산행높이는 약 600m 정도이다.…",,,,
고헌산,Jayen Yang,5.0,"등린이 15번째 산행 다녀왔습니다.
영알! 영남 알프스!  울주 고헌산 다녀왔습니다. 코스는 외항재에서 시작하여 등린이들도 어렵지않게 산행가능합니다.…",,,,
고헌산,김원선,5.0,영남알프스 9개봉우리의 하나 외항재 들머리 문복산보다는 덜가파른 등산로 가을에 억새 아름답고 정상의 조망이 뛰어난 산입니다 외항재 원점회귀하는 산행이 좋아요  고헌사 방향 하산길 경사가 심해요,,,,
고헌산,Annyangss Choi,5.0,"코스가 아주 깔끔쓰
올라가는건 진짜 오르기만 하다가
하산은 거의 내려만 오는 것 ㅋㅋ",,,,
