place_id,user_id,score,comment,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
소망우체통,아현,5.0,"더할 나위없는 멋진 곳이죠~!
우체통에서 편지를 써붙이는 이들은 많지않은 것 같고.. (어디선가 엽서를 사와야해서)
거대한 우체통앞에서 인증사진을 찍는 분들이 몰리는 곳이죠. 간절곶 카페에서 한번 쉬어가고, 동해안의 해파랑길을 걷는 즐거움이 좋은 곳입니다. 타지역보다 간절곶은 여름에도 시원해서 걷기에 좋습니다.",,,,
소망우체통,H S,5.0,"말이 필요 없는 일출 맛집. 동틀무렵 하늘은 온통 오렌지 빛. 해안선이 넓어 어디서나 떠오르는 해를 볼 수 있습니다. 롱패딩, 장갑 필수. 추위에는 뜨끈한 어묵 국물 추천! 국물 많이 먹으라며 계속 리필해주시는 주인 아저씨의 마음이 따뜻하네요.어묵 700원, 호떡 1000원. 주변 식당이나 카페는 빠르면 9시, 보통 10시, 늦으면 11시에 오픈합니다. 사람 많을 땐 주차장에, 없을때는 간전곶 해안길에 주차하시고 일출 보시면 아이들이 있어도 편하게 볼 수 있어요.",,,,
소망우체통,H.M. LEE,5.0,"(아마도 연말연초 한정으로) 유라시아 대륙에서 가장 먼저 해뜨는 곳. 우체통도 특이하지만 그냥 여기서 보는 풍경도 괜찮습니다. 그리고 앞에 새천년기념비가 멋있게 서 있는데 영어, 중국어, 일본어 비문에 모두 오자가 있으니 한번 찾아보세요.",,,,
소망우체통,Sungju Kang,4.0,간절곶 해가 제일 먼저 떠 오르는 곳!  해파랑길이 잘 정비되어 있어 걷기에도 좋다. 파도소리 들어며 낭만을 즐길 수 있다.,,,,
소망우체통,123,5.0,"햇볕이 뜨거운 10월 초, 바람은 선선해서 즐기기 더할나위 없었어요 연휴라 사람들도 많이 왔고 주차장 잘되어있고 곳곳에 공용 화장실이 있고 잔디들도 평소에 관리가 잘 되어 있는 유명 명소 맞네요! 좋은 기운 받아 갑니다.",,,,
소망우체통,박미숙,4.0,"날씨가 조아 해돋이를 제대로 봤네요 정확히 7시20분에 떠오름
사람들도 많지 않아 여유로웠습니다.",,,,
소망우체통,j자스민,5.0,"40분정도는 해가뜨길 진득하게 기다리세요.
애써갔는데 못봤다하지말고요.5시반전에 가서 기다려주세요.혼자가도 외롭지않아요.",,,,
소망우체통,Dane Lee,5.0,여기가 리뷰수가 많군 간절곶 좋은거 지역민들 다 알쥬 심심찮게 관광객들도 볼 수 있고요 수평선따라 울산 공단까지 훤히 보이는 뷰 짜릿하고요 그늘이 별로 없어서 여름에 좀 더운 건 감안해야하고요;;;(작은 항구 옆에 무장애숲길 입구가 있어서 더위는 거기서 식혀야함),,,,
소망우체통,이리,5.0,겨울바다보단 낮이 좋을것 같네요 ㅎ,,,,
소망우체통,여유로운 삶,5.0,"좋아요. 쪽빛 바다, 바닷가 기암괴석들, 등대, 풍차,우체국 등 볼 거리 많아요. 넓은 잔디밭에 연날리는 아이들도 많아요. 드라마세트장, 예쁜 카페 주위에 많아요!!",,,,
