place_id,user_id,score,comment,Unnamed: 0.1,Unnamed: 0
주전봉수대,손봉락,5.0,"동구 비경^^
트레킹 좋아요",,
주전봉수대,김혜미,5.0,"접근성이 조금 안좋지만
힘들게 올라간만큼 매우 보람있는 장소였습니다
가까이서 보니 크고 매우 정교하게 지어졌던군요…",,
주전봉수대,장태진,5.0,바다보고싶음 가보세요~~~확트인전망  좋아요,,
주전봉수대,이상헌,5.0,산과 바다가 어우러진 아름다운 풍경이 정말 좋습니다!,,
주전봉수대,홍석범 (런런런),5.0,좋은 산책로에요 나지막한 산이라 힘들이지않고도 좋은 경치를 볼수있는 곳이에요,,
주전봉수대,Kangwoo Lee,5.0,울산 앞바다를 한 눈에 담을 수 있는 곳. 강추!,,
주전봉수대,이정훈,4.0,남목봉수. 근처의 봉호사는 원래 봉수대 담당자의 숙소였다고 합니다.,,
주전봉수대,박기성,5.0,산악자전거로 지인들과 다녀온곳입니다 봉수대앞에 봉호사가있고 주전바닷가와 현대중공업이 한눈에 들어옵니다,,
주전봉수대,영남사랑이,4.0,"울산에서 유일하게 복원이된 봉수대이며 절옆으로 펼쳐지는 푸른바다가 아름다운곳입니다
가족간 나들이도 좋은곳이며
동백이나 벚꽃필때가면 더이쁘답니다",,
주전봉수대,도영수,4.0,"울산에 남은 봉수대중 가장 관리가
잘되어 있으며,
봉수대앞 출렁이는 동해바다는 장관…",,
주전봉수대,권정희,5.0,"해돋이 장소로는 우리나라에서 최고일거예요.
우리나라에서 해가 제일 먼저 뜰겁니다.",,
주전봉수대,donghyun lee,5.0,바다를 인접하고있어 이곳서 동해바다를ㅈ볼수있음.,,
주전봉수대,Saeyun Kim,5.0,가벼운 기분으로 산책하는데 전망은 좋아요.,,
주전봉수대,inseo kim,5.0,여긴 울산 숨은명소 이곳 전망은 따라올수없네요,,
주전봉수대,자유여행가류종판,5.0,자주 들리는 역사의 장소,,
주전봉수대,이우범,4.0,봉수대 옆쪽으로 가서 바다보는 전망이 아주좋아요,,
주전봉수대,Dong Ha Kim,5.0,수시로 가는곳,,
주전봉수대,조민구,5.0,역사적같이와 전망좋은 아름다운곳,,
주전봉수대,전민규,5.0,"현제 남아있는 동그란 모양의 특히한 봉수대로
울산광역시 기념물 로 지정되었다.",,
주전봉수대,박조현,3.0,옛 흔적을 현장에서 관찰 할수있는 좋은곳,,
주전봉수대,김대현,4.0,동해바다 전망이 좋아요,,
주전봉수대,이옥남,4.0,전망이 끝내줘요,,
주전봉수대,초록물소리,4.0,봉수대보다는 경치좋아서 별 넷.,,
주전봉수대,서중택,4.0,"주전앞바다가  훤휘보여서
가슴이 뻥뚤림",,
주전봉수대,북풍한설,4.0,경치가 좋아요,,
주전봉수대,esu 0,5.0,지나가면서 구경하기좋음. 경치 좋음.,,
주전봉수대,전영은,5.0,봉수대서 바라보는 탁트인 바다 쵝오,,
주전봉수대,김용석,5.0,경치가 너무 좋아요,,
주전봉수대,L민정,5.0,조용해서 좋아요,,
주전봉수대,권나도,5.0,전망이 최곱니다,,
주전봉수대,김동명,2.0,이렇다할 뮌가가없어요,,
주전봉수대,Jungdall Yang,5.0,코르나 탈피,,
주전봉수대,송상범,5.0,아주좋음,,
주전봉수대,딴따라송,5.0,좋아요,,
주전봉수대,민석,4.0,뷰,,
주전봉수대,JadeSon DIC,2.0,좋은 트래킹 코스를 끼고 있지만 봉수대 자체는 좀 황량하고 전망도 현대중공업이 끼어들어서 좀 아쉬움. 봉수대 아래 불상이 오히려 인상적,,
주전봉수대,한닢엽전,5.0,,,
주전봉수대,병철이,5.0,,,
주전봉수대,권준석,5.0,,,
주전봉수대,최재선,2.0,,,
주전봉수대,dongjin kim,5.0,,,
주전봉수대,CAMCAM,3.0,,,
주전봉수대,땡이꼬미조니,5.0,,,
주전봉수대,함영진,5.0,,,
주전봉수대,victory choi,5.0,,,
주전봉수대,Clock,4.0,,,
주전봉수대,SH P,3.0,,,
주전봉수대,S Gon cha,5.0,,,
주전봉수대,Jongwan Kim,3.0,,,
주전봉수대,따봉또치,5.0,,,
주전봉수대,남박상관,4.0,,,
주전봉수대,정연승,3.0,,,
주전봉수대,황동훈,4.0,,,
주전봉수대,남중태,5.0,,,
주전봉수대,서현자,5.0,,,
주전봉수대,yw yw99,5.0,,,
주전봉수대,이지현,5.0,,,
주전봉수대,이찬희,5.0,,,
주전봉수대,매력덩그리,5.0,,,
주전봉수대,구진남,4.0,,,
주전봉수대,최正식님,5.0,,,
주전봉수대,정유진,5.0,,,
주전봉수대,Lee M.J.,5.0,,,
주전봉수대,김혜경,5.0,,,
주전봉수대,MS “Khan” Kang,5.0,,,
주전봉수대,하늘바람여행의마테 권오기,4.0,,,
주전봉수대,nohwan park,4.0,,,
주전봉수대,까칠한노무새끼,5.0,,,
주전봉수대,STAR LEE,4.0,,,
주전봉수대,오은경,5.0,,,
주전봉수대,이재관 (부산모텔중개 꿈틀이),5.0,,,
주전봉수대,이상달,5.0,,,
주전봉수대,jong dong Yong정동용,2.0,,,
주전봉수대,김윤철,5.0,,,
주전봉수대,홍성하,5.0,,,
주전봉수대,애플망고,5.0,,,
주전봉수대,하병윤,4.0,,,
주전봉수대,양대용,5.0,,,
주전봉수대,손봉락,5.0,"동구 비경^^
트레킹 좋아요",,
주전봉수대,김혜미,5.0,"접근성이 조금 안좋지만
힘들게 올라간만큼 매우 보람있는 장소였습니다
가까이서 보니 크고 매우 정교하게 지어졌던군요…",,
주전봉수대,장태진,5.0,바다보고싶음 가보세요~~~확트인전망  좋아요,,
주전봉수대,이상헌,5.0,산과 바다가 어우러진 아름다운 풍경이 정말 좋습니다!,,
주전봉수대,홍석범 (런런런),5.0,좋은 산책로에요 나지막한 산이라 힘들이지않고도 좋은 경치를 볼수있는 곳이에요,,
주전봉수대,Kangwoo Lee,5.0,울산 앞바다를 한 눈에 담을 수 있는 곳. 강추!,,
주전봉수대,이정훈,4.0,남목봉수. 근처의 봉호사는 원래 봉수대 담당자의 숙소였다고 합니다.,,
주전봉수대,박기성,5.0,산악자전거로 지인들과 다녀온곳입니다 봉수대앞에 봉호사가있고 주전바닷가와 현대중공업이 한눈에 들어옵니다,,
주전봉수대,영남사랑이,4.0,"울산에서 유일하게 복원이된 봉수대이며 절옆으로 펼쳐지는 푸른바다가 아름다운곳입니다
가족간 나들이도 좋은곳이며
동백이나 벚꽃필때가면 더이쁘답니다",,
주전봉수대,도영수,4.0,"울산에 남은 봉수대중 가장 관리가
잘되어 있으며,
봉수대앞 출렁이는 동해바다는 장관…",,
주전봉수대,권정희,5.0,"해돋이 장소로는 우리나라에서 최고일거예요.
우리나라에서 해가 제일 먼저 뜰겁니다.",,
주전봉수대,donghyun lee,5.0,바다를 인접하고있어 이곳서 동해바다를ㅈ볼수있음.,,
주전봉수대,Saeyun Kim,5.0,가벼운 기분으로 산책하는데 전망은 좋아요.,,
주전봉수대,inseo kim,5.0,여긴 울산 숨은명소 이곳 전망은 따라올수없네요,,
주전봉수대,자유여행가류종판,5.0,자주 들리는 역사의 장소,,
주전봉수대,이우범,4.0,봉수대 옆쪽으로 가서 바다보는 전망이 아주좋아요,,
주전봉수대,Dong Ha Kim,5.0,수시로 가는곳,,
주전봉수대,조민구,5.0,역사적같이와 전망좋은 아름다운곳,,
주전봉수대,전민규,5.0,"현제 남아있는 동그란 모양의 특히한 봉수대로
울산광역시 기념물 로 지정되었다.",,
주전봉수대,박조현,3.0,옛 흔적을 현장에서 관찰 할수있는 좋은곳,,
주전봉수대,김대현,4.0,동해바다 전망이 좋아요,,
주전봉수대,이옥남,4.0,전망이 끝내줘요,,
주전봉수대,초록물소리,4.0,봉수대보다는 경치좋아서 별 넷.,,
주전봉수대,서중택,4.0,"주전앞바다가  훤휘보여서
가슴이 뻥뚤림",,
주전봉수대,북풍한설,4.0,경치가 좋아요,,
주전봉수대,esu 0,5.0,지나가면서 구경하기좋음. 경치 좋음.,,
주전봉수대,전영은,5.0,봉수대서 바라보는 탁트인 바다 쵝오,,
주전봉수대,김용석,5.0,경치가 너무 좋아요,,
주전봉수대,L민정,5.0,조용해서 좋아요,,
주전봉수대,권나도,5.0,전망이 최곱니다,,
주전봉수대,김동명,2.0,이렇다할 뮌가가없어요,,
