place_id,user_id,score,comment,Unnamed: 0.1,Unnamed: 0
파래소폭포,XIIO OIIX,5.0,"신불산폭포자연휴양림  하단과 상단 중간에 위치한 파래소폭포 입니다.

신불산휴양림 하단 주차장에서 약 1.5km를 트래킹하면 만날수 있는 폭포이며. 코스가 약간의 오르막이 있으나 운동화 신고 편히 걸을수 있으며.…",,
파래소폭포,Junga Park,5.0,"신불산휴양림 하단에서 1.3km.
산길 따라 가면 시원스레 내리꽂는 폭포가 멋지다.
크게 힘들이지 않고 가 볼 수는 있지만, 무릎 안좋은 분은 힘들 수 있다. 돌길이라.
폭포를 앞두고는 테크계단이다.",,
파래소폭포,라후파,4.0,"신불산폭포자연휴양림에서 30분 걸어가면 나온다.
물이 파래서 파래소인가 했더니 소원을 바란다고 바래소.
어쨋든 물색좋다. 휴양림 하단에서 신불산 올랐다가 간월재에서 휴양림으로 내려오면서 들르면 좋을듯.",,
파래소폭포,남석하,1.0,"만물이 연초록으로 윤기 빛나는
청명한 陰3월 초4일 년전에
여행지에서 알게된 83세 78세…",,
파래소폭포,Bonung Gu,5.0,"예부터 영남알프스 계곡에는 물이 많았습니다.
당연히 물과 기암괴석이 조화를 이룬 크고 작은 계곡과 폭포, 소가 발달할 수밖에 없었는데 영남알프스에는 작괘천 계곡, 배내골 계곡, 파래소폭포와 홍류폭포가 있으며, 특히 파래소와 호박소 등에는 수많은 관광객이 찾는 곳이기도 합니다.…",,
파래소폭포,김순정,5.0,울산에 몇십년을 살아도 파래소폭포는 처음 가봤는데 후회하지 않는 발걸음이였습니다 꼭 가보세요 모노레일도 운영하면 좋겠지만 잠정중단이라네요,,
파래소폭포,아리공주랑곰돌이엄마,5.0,하단매표소에서 30분정도 걸어가면 된다해서 쉬엄쉬엄 아이들과 다녀왔네요. 겨울이라서 물은 많이 줄었지만.그나름대로의 겨울의 경치를 볼 수 있었네요. 아이들과 아스팔트길 말고 돌과 흙을 밟고 다니기가 쉽지않은데 말이죠. 폭포가 얼어서 폭포 위를 걸어보기도 하고 사진도 찍었어요. 여름에는 또 어떤 모습일지 와 보고싶네요.,,
파래소폭포,박병진,5.0,"입구에서 가는 길이 1.3km 정도로 적당한 거리와 난이도의 길. 물소리와 경치가 좋다. 지금은 봄의 새순들의 푸르름이 싱그럽지만 그 동안 4계절을 다 방문했기에 언제와도 좋은 곳이라고 생각한다.
다만 모노레일을 설치해서 운행하려고 점검중인데
왠지 설치 후의 현장 모습이 불안해 보인다.",,
파래소폭포,섭섭지원군,5.0,시원하게떨어지는 물을보면서 등산을마무리함,,
파래소폭포,eunwe kim,4.0,"검색으로 얼마 안 걷는줄 알고 슬리퍼신고 산책ㅠ 에휴~ 산행입니다..꼭 운동화, 등산화 신으시길~ 폭포는 봄 맞이중~(얼음이 녹고 있어용~)",,
파래소폭포,고경봉,5.0,"천혜의 자연환경 힐링 장소..... 추천합니다
신불산 산행 후  쉬어간 장소",,
파래소폭포,여왕개미,4.0,산책하러 오기에도 좋고 등산으로도 좋다!,,
파래소폭포,사과동,4.0,생각보다 가깝고 아이들고 천천히 걷기 좋아요,,
파래소폭포,nana Kim,5.0,한번은 가볼만한 신불산의 명소며 가을 단풍이 특히나 아름다운 곳,,
파래소폭포,오준영,5.0,물이 굉장히 맑고 깨끗했다. 무척 아름다운 호수에 감탄함,,
